Name,Gender,Age,City,Tenure,ProductsNo,HasCard,ActiveMember,Credit,AccountBal,Salary,Exited
Jia Shi,Male,66,Shanghai,8,1,1,1,608,12573.26,152440,0
Er Shiduo,Male,37,Shanghai,2,2,0,0,544,25825.43,0,0
Tian Ci,Male,32,Beijing,1,2,1,1,808,8833.78,0,0
Tian Tian,Female,29,Beijing,7,2,0,1,542,37600.71,0,0
Kan Jian,Male,59,Tianjin,2,1,1,0,813,35876.87,166146,1
Jia Shi,Male,48,Beijing,2,1,1,0,667,8265.62,0,0
Ba Genru,Female,36,Beijing,9,2,1,1,597,1368.27,0,0
Zhang Jie,Male,48,Tianjin,4,1,1,0,537,31831.15,162157,1
Ba Genru,Male,38,Beijing,5,1,0,1,784,32489.65,168157,0
Di Shioing,Male,55,Beijing,9,2,1,1,576,18059.45,0,0
Ba Genru,Male,31,Beijing,1,1,1,1,731,35462.11,162990,0
Zen Meban,Female,32,Beijing,4,1,1,1,699,24365.11,135988,0
Kong Pi,Female,37,Beijing,1,2,1,1,472,9246.25,0,0
Ke Lian,Male,46,Tianjin,6,3,0,1,762,10901.37,151993,1
Zhuan Ji,Female,44,Tianjin,5,1,0,1,608,25320.2,155162,1
Huang Zuihao,Male,27,Shanghai,7,2,1,0,486,5511.09,0,0
Mao Xi,Female,42,Beijing,10,2,1,1,707,29243.66,0,0
Zhen Dema,Female,20,Shanghai,0,1,1,1,643,758.25,163975,0
Li Hong,Female,45,Shanghai,10,1,1,0,651,3581.8,167185,0
Wang Qiang,Female,39,Beijing,0,2,1,1,626,15926.4,0,0
Cha Buduo,Female,28,Beijing,3,1,0,0,625,35114.03,0,0
Shuai Jile,Male,37,Beijing,4,1,1,0,797,16405.69,92574,0
Si Shiba,Male,27,Shanghai,7,1,0,0,497,32031.01,183762,0
Jiu Zheyang,Female,45,Tianjin,8,1,1,1,587,23577.35,166026,1
Kong Pi,Female,57,Tianjin,3,2,1,1,740,12451.55,139465,1
Wu Baige,Male,35,Tianjin,5,1,0,1,683,5123.65,178303,0
Yi Baoduo,Male,33,Shanghai,9,1,0,0,527,18878.42,162567,0
Ren Shi,Male,31,Beijing,8,1,1,0,555,26288.95,179427,0
Zhen Haowao,Female,42,Beijing,7,2,0,1,758,14571.61,0,0
Yi zhi,Female,34,Beijing,1,2,1,0,686,16688.04,0,0
Huang Jiangang,Male,28,Beijing,2,2,1,0,762,32105.07,0,0
Yi Baoduo,Female,23,Shanghai,8,1,0,0,748,25636.27,105288,0
La Ma,Male,65,Tianjin,4,1,1,0,566,20566.56,147724,1
Lin Daiyu,Female,36,Beijing,5,2,1,0,493,10725.14,182861,0
Wu Zhihui,Male,47,Beijing,6,1,1,0,596,14308.91,0,0
Zhuan Ji,Male,55,Beijing,4,1,1,1,555,14177.77,180563,0
Ke Lian,Male,36,Beijing,7,2,1,1,697,14294.51,0,0
Ping Shide,Male,38,Beijing,3,2,0,0,537,26964.24,0,0
Qi Lai,Male,43,Tianjin,0,1,1,0,787,4006.69,162627,1
Er Shiduo,Male,49,Tianjin,0,3,1,0,550,11748.93,133833,1
Ni Bai,Female,45,Shanghai,7,2,1,1,803,24546.47,0,0
La Ma,Female,52,Tianjin,6,2,0,1,734,7453.99,87678,0
Cha Buduo,Male,51,Beijing,8,2,0,1,516,32270.27,147753,0
Si Shi,Female,41,Beijing,9,1,1,0,552,25934.08,152950,0
Xue Qiao,Male,41,Tianjin,2,2,0,1,724,38173.12,157308,0
Tian Tian,Female,52,Tianjin,6,1,1,0,750,24136.36,132185,1
Ba Genru,Female,22,Beijing,7,1,1,0,829,29083.73,184656,1
Kong Pi,Male,30,Shanghai,7,1,0,1,514,23902.53,0,0
Zhang San,Female,50,Beijing,9,1,1,1,765,15216.04,155654,1
Shen De,Female,29,Beijing,2,1,1,1,681,9946.72,182217,0
La Ma,Male,22,Shanghai,2,2,1,1,850,1851.72,0,0
Zhen dema,Male,29,Beijing,6,2,1,1,466,534.85,0,0
Li Zhi,Male,55,Tianjin,7,1,1,0,589,12458.28,147553,1
Wo Bai,Male,44,Beijing,2,2,0,0,636,16522.83,0,0
Qi Fei,Female,40,Shanghai,8,1,1,0,739,31937,0,0
Zhen dema,Male,31,Shanghai,6,2,1,1,703,12938.27,0,0
Mao Laoren,Male,30,Tianjin,6,1,1,1,543,33784.44,90382,0
Wei Sansi,Female,22,Beijing,5,1,1,0,759,4264.46,0,0
Di Shioing,Female,33,Beijing,1,2,0,0,579,31473.99,80771,0
Jiu Zheyang,Male,41,Shanghai,0,2,1,0,592,12601.54,0,0
Ji Leyuan,Male,41,Tianjin,6,2,0,1,582,34048.57,86530,0
Zhao De,Female,19,Shanghai,9,1,1,0,754,36260.25,0,0
Cuo De,Female,60,Beijing,6,1,1,0,749,3437.6,0,1
Er Shiduo,Female,31,Shanghai,6,2,1,1,575,18295.68,0,0
We Maoqian,Female,30,Beijing,9,2,1,1,682,37304.95,0,0
Qi Fei,Male,46,Shanghai,8,2,1,1,635,11613.6,0,0
We Maoqian,Female,45,Shanghai,6,1,1,0,593,10582.65,97489,0
Zhi Fen,Male,34,Shanghai,2,1,0,0,749,33305.74,0,1
Si Shi,Male,39,Beijing,8,2,0,0,645,18520.91,0,0
De Daogao,Female,30,Shanghai,5,2,0,1,525,28526.85,0,0
Fei Xing,Male,62,Shanghai,1,1,1,1,445,14640.46,78867,1
Zen Meban,Male,40,Tianjin,10,2,1,1,599,2698.49,169071,0
Te kepa,Female,32,Beijing,3,1,1,0,806,29941.31,78429,0
Yi zhi,Male,35,Tianjin,7,1,0,1,540,16106.97,157196,0
Jiu Zheyang,Male,52,Beijing,8,1,0,0,646,32981.99,73393,1
Ba Genru,Female,47,Beijing,7,2,1,0,750,10415.6,149293,1
Shei Shiwo,Male,57,Beijing,1,2,1,1,467,21883.13,0,0
Ke Lian,Male,41,Beijing,9,2,1,0,534,2652.26,0,0
Guo Hechai,Female,28,Tianjin,2,2,1,1,458,1831.4,211477,0
Qi Lai,Male,38,Beijing,7,1,1,0,626,10094.75,173522,1
Ni Bai,Male,34,Shanghai,6,1,0,1,782,8058.05,181330,0
Dao Lema,Female,58,Beijing,1,1,0,1,677,571.37,110728,0
Zhang Ming,Female,38,Beijing,5,1,1,0,683,23679.93,156968,0
Shei Zhidao,Female,47,Beijing,7,2,1,1,568,8791.27,0,0
Zhang De,Female,29,Beijing,3,2,0,0,712,31777.15,107472,0
Te Ke,Female,33,Beijing,8,1,1,1,682,6265.88,92205,0
Ren Shi,Male,41,Beijing,1,1,1,1,638,9115.73,162068,0
Zhang De,Female,36,Shanghai,6,2,1,0,666,33784.48,0,0
Kan Jian,Female,29,Shanghai,1,2,1,1,850,37857.86,0,0
Zhuan Ji,Male,41,Shanghai,4,1,0,0,618,26087.14,141760,0
Cha Buduo,Female,43,Tianjin,2,1,1,0,554,1455.37,148642,1
Ba Genru,Male,31,Shanghai,9,2,1,1,786,3481.9,0,0
Si Shi,Female,35,Tianjin,2,2,0,0,632,12375.26,185190,0
Zhang Jia,Male,50,Tianjin,4,1,0,1,628,2718.5,150340,1
Zhen Haowao,Female,50,Beijing,8,2,1,1,576,11052.12,0,0
Shen De,Female,29,Beijing,9,2,0,0,691,38171.3,0,0
Da Chishi,Male,29,Shanghai,3,1,1,0,521,29497.4,74145,0
Hao Ya,Female,40,Beijing,7,1,0,1,658,25900.38,172934,1
Zhang Ming,Female,29,Tianjin,4,2,0,0,663,4047.95,126339,0
Zhuan Ji,Female,38,Tianjin,0,2,0,0,587,6066.98,162511,0
Jia Shi,Female,30,Tianjin,5,1,1,1,689,8004.91,168081,1
Shuai Jile,Male,76,Beijing,4,1,1,1,774,27367.72,138388,0
Da Chishi,Female,46,Tianjin,7,1,1,1,668,33088.37,199021,0
Zhen Dema,Female,33,Tianjin,7,2,1,1,726,10717.6,121827,0
Kong Pi,Male,33,Shanghai,1,2,1,0,710,32182.25,0,0
Qi Hui,Male,31,Beijing,4,2,1,0,595,36328.08,0,0
Da Chishi,Female,48,Shanghai,7,2,1,0,493,9282.04,0,0
Zheng Nengliang,Female,40,Beijing,9,1,1,0,764,23727.66,123591,0
Dou Bai,Male,32,Beijing,0,2,0,1,416,168.04,0,0
Guo Hechai,Male,62,Beijing,2,2,1,1,732,4864.02,0,0
Huang Jiangang,Female,44,Shanghai,6,1,1,1,619,21539.04,64982,1
Tan Anwen,Male,28,Tianjin,0,2,1,0,677,1674.12,177105,1
Qu Bo,Female,27,Beijing,9,2,1,0,579,24252.14,0,0
Zhao Wei,Male,20,Beijing,8,2,0,0,659,21524.28,0,0
Lin Daiyu,Male,29,Tianjin,1,1,1,1,850,31365.1,190208,0
Tian Ci,Female,40,Beijing,9,1,0,0,690,36147.53,95500,1
Huang Jiangang,Male,22,Tianjin,5,2,0,1,528,183.85,115063,0
Qu Bo,Male,45,Shanghai,5,1,0,1,724,6524.24,103183,0
Kan Jian,Female,61,Shanghai,8,2,0,1,491,26742.16,0,0
Hu Ying,Female,29,Beijing,5,2,0,1,535,10078.3,0,0
Bao Qiao,Male,43,Beijing,6,2,1,0,636,8246.45,0,0
Hao Ya,Male,57,Beijing,0,2,0,1,560,22329.19,0,0
Qiu Deba,Female,38,Beijing,10,2,0,1,583,21720.39,0,0
Cuo De,Male,51,Tianjin,1,3,1,0,479,16468.1,132489,1
Lin Daiyu,Female,31,Tianjin,2,2,0,0,619,417.19,69023,0
Lin Daiyu,Female,38,Beijing,8,1,1,1,559,16553.62,117021,0
Zhen dema,Male,40,Tianjin,7,2,1,0,541,9381.15,117723,0
Dao Lema,Female,62,Beijing,4,1,1,0,729,5925.46,172876,1
Di Shioing,Male,31,Shanghai,10,1,1,1,685,24049.19,166313,0
Ba Qiu,Female,33,Shanghai,7,1,1,0,537,11997.42,167381,0
Ye Xu,Female,32,Beijing,2,2,1,1,521,24732.92,167963,0
Kan Jian,Female,44,Shanghai,8,3,1,0,812,12796.71,0,1
Si Shi,Male,35,Beijing,3,2,1,0,786,17727.14,0,0
Zhi Fen,Male,40,Beijing,9,2,0,0,616,17919.22,0,0
Shei Shiwo,Female,37,Tianjin,7,2,1,0,588,26693.61,86418,0
Lang Ping,Female,33,Tianjin,7,2,1,1,601,29256.62,140749,0
Xiao Jian,Female,29,Beijing,9,2,0,0,736,33681.2,0,0
Ping Shide,Female,49,Tianjin,4,1,1,1,731,6454.95,109256,1
Qu Bo,Female,52,Beijing,2,1,0,1,714,27542.08,0,1
Cuo De,Female,36,Beijing,2,1,1,0,752,23777.23,147492,0
Wei Sansi,Male,42,Tianjin,6,3,0,1,850,11476.35,103868,1
Shuai Jile,Male,32,Beijing,8,2,0,0,446,25486.22,0,0
We Po,Male,35,Shanghai,5,1,1,1,748,28691.62,129756,0
Jiu Zheyang,Male,29,Beijing,2,1,0,0,693,37695.19,186164,0
Dou Bai,Female,32,Beijing,2,1,1,0,777,26091.43,0,1
Ke Lian,Male,53,Shanghai,2,2,0,0,712,5074.98,136605,0
Wu Baige,Female,34,Tianjin,7,1,0,1,501,38203.75,114691,0
Guo Hechai,Male,44,Shanghai,4,1,1,1,504,2371.93,139633,0
Di Shioing,Male,37,Tianjin,9,1,0,1,850,38182.37,150683,1
Xue Qiao,Female,26,Beijing,7,2,1,0,683,16562.09,0,0
Shei Shiwo,Male,52,Tianjin,8,1,1,1,698,29325.75,119041,0
Hu Ying,Male,30,Beijing,9,1,1,1,699,20681.09,0,0
Zhang Jie,Male,39,Shanghai,2,2,1,0,609,1765.59,171516,0
Ping Shide,Male,52,Beijing,8,1,0,1,526,4059.02,115116,1
Hu Ying,Female,32,Beijing,5,2,1,0,750,18281.35,0,0
Guo Hechai,Female,45,Tianjin,6,1,1,0,651,16418.71,106658,1
Zen Meban,Male,38,Shanghai,2,2,1,0,681,4499.33,122768,0
Hao Ya,Female,52,Shanghai,7,2,0,1,730,23403.21,0,0
Er Shiduo,Male,50,Beijing,6,1,1,0,608,17890.77,0,1
Huang Jiangang,Male,45,Beijing,7,2,1,0,808,28132.4,145911,0
Qi Hui,Female,32,Tianjin,3,2,0,1,659,33394.36,185636,0
Yu Laoren,Female,45,Tianjin,3,2,0,1,752,17165.09,129675,0
Fei Xing,Female,28,Shanghai,2,2,0,1,624,19952.82,0,0
Zhao Lao,Female,37,Tianjin,5,3,1,0,667,34054.74,113371,1
Zhao Wei,Female,31,Tianjin,10,2,1,0,699,36212.74,154781,0
Lin Daiyu,Male,56,Shanghai,7,3,0,0,683,18667.17,62621,1
Bao Qiao,Male,52,Shanghai,8,1,0,0,575,21289.22,152428,1
Zhuan Ji,Male,50,Shanghai,1,1,1,1,741,2489.28,96847,0
Li Hong,Male,40,Shanghai,2,1,1,0,454,28357.54,151508,0
Si Shiba,Female,54,Shanghai,4,1,1,0,850,12803.66,148772,0
Qiu Ba,Female,43,Beijing,9,1,1,0,508,19833.02,0,0
Kong Pi,Female,28,Tianjin,8,1,1,1,648,28078.72,111156,0
Xue Qiao,Female,30,Beijing,3,2,1,1,445,24462.56,0,0
Jia Baoyu,Female,43,Beijing,2,1,1,1,676,10539.1,0,0
Te Ke,Male,42,Tianjin,6,1,1,0,625,17864.23,123058,0
Zhang Jie,Male,30,Beijing,9,2,1,0,679,30185.76,0,0
Cuo De,Female,65,Shanghai,9,1,1,0,516,34701.8,126126,0
Qiu Ba,Female,36,Beijing,10,2,0,1,606,29759.36,0,0
Zhang De,Male,42,Tianjin,3,1,1,1,498,10218.96,187009,1
Zhang Jia,Female,47,Shanghai,6,1,0,0,622,19155.45,175052,0
Kan Jian,Female,30,Beijing,1,1,1,1,712,33960.45,110173,0
Mao Xi,Male,43,Tianjin,4,1,0,1,765,33246.43,183224,1
Te kepa,Female,31,Beijing,4,2,1,1,850,6325.58,0,0
Xue Qiao,Male,71,Shanghai,0,1,1,1,650,33533.6,0,0
Zhong Guoren,Female,32,Beijing,2,1,1,0,831,36569.93,179621,0
Ba Genru,Female,34,Beijing,1,2,1,0,680,31937.87,0,0
Zhang De,Male,41,Beijing,5,3,1,1,686,20447.29,158518,1
Tian Tian,Female,34,Beijing,4,2,1,1,850,29445.69,87797,0
Wang Qiang,Female,46,Beijing,2,1,1,1,682,21881.96,0,0
Zhong Guoren,Female,45,Shanghai,0,2,0,0,619,21729.52,0,0
Zhen dema,Male,39,Beijing,3,1,1,0,601,7988.12,89357,1
Zhen dema,Male,26,Beijing,5,1,1,0,790,3921.75,0,0
Bao Qiao,Female,44,Shanghai,10,1,0,1,831,9126.06,0,0
Zhen Shi,Male,55,Shanghai,8,2,1,1,592,24649.79,105590,0
Qi Lai,Male,50,Shanghai,2,2,0,0,719,2059.68,0,0
We Maoqian,Male,40,Beijing,6,1,1,1,765,12996.64,169781,0
Yi Baoduo,Male,43,Tianjin,3,1,1,1,633,30333.93,177322,0
Jia Shuji,Female,32,Beijing,3,1,1,1,557,13351.2,151908,0
Lang Ping,Male,51,Shanghai,1,1,1,1,611,28613.47,151136,0
Zen Meban,Male,30,Shanghai,0,1,1,0,678,6713.78,0,0
Yu Laoren,Male,32,Beijing,10,1,1,0,762,34351.4,235884,0
Xue Baochai,Female,49,Beijing,4,2,0,1,723,17203.1,0,0
Mao Laoren,Female,42,Beijing,2,2,0,1,531,17311.17,0,0
Te kepa,Male,47,Beijing,9,1,1,1,681,414.55,119339,0
Yi zhi,Female,36,Shanghai,8,1,0,1,750,1884.47,138916,0
Lin Daiyu,Female,33,Tianjin,3,2,0,1,619,6968.78,123601,0
Shen De,Male,37,Beijing,6,1,1,1,537,3403.9,0,0
Qiu Ba,Male,36,Shanghai,8,2,1,0,649,30911.69,0,0
Shei Shiwo,Male,52,Shanghai,8,2,0,1,751,34281.42,0,0
Zheng Nengliang,Male,29,Tianjin,6,1,0,1,630,1782.85,161566,1
Wei Sansi,Female,26,Beijing,1,2,1,1,545,38171.8,0,0
Shei Shiwo,Female,24,Shanghai,5,2,1,1,767,12895.95,0,0
Wu Shangui,Male,34,Beijing,0,1,1,1,648,32109.33,0,0
Qiu Deba,Female,42,Beijing,7,2,0,1,703,13862.46,0,0
Ren Gui,Female,40,Beijing,6,1,1,0,621,29666.39,0,0
Zhao Wei,Male,40,Beijing,9,1,0,0,583,5585.78,138622,0
We Maoqian,Male,30,Beijing,4,1,0,1,544,24244.1,90059,0
Zhi Fen,Male,34,Shanghai,3,1,1,1,613,7977.95,0,0
Shuai Jile,Male,45,Shanghai,5,1,0,0,576,25859.43,164350,0
Zhang Ming,Male,51,Tianjin,6,2,0,0,533,15212.04,156881,1
Zheng Nengliang,Male,32,Beijing,3,2,1,1,637,37825.44,0,0
Hu Ying,Female,32,Beijing,7,2,1,1,709,38129.64,0,0
Tan Anwen,Male,38,Beijing,6,2,0,0,567,8685.06,157045,0
Ji Leyuan,Male,33,Beijing,1,1,0,0,748,13218.48,175454,0
Li Hong,Male,34,Tianjin,4,2,1,0,699,23104.1,227764,0
Zhen Shi,Female,25,Shanghai,4,1,1,1,627,37153.71,0,0
Ni Bai,Female,40,Beijing,7,1,0,1,625,33919.21,173759,0
Zhao Hu,Male,34,Beijing,5,1,1,0,694,19452.73,157317,0
Xue Baochai,Female,59,Tianjin,3,1,1,0,506,14983.89,234134,0
Zhao Hu,Male,23,Shanghai,6,2,1,1,710,25657.38,0,0
Si Shi,Female,52,Tianjin,1,1,1,1,546,4502.57,130472,1
Fei Xing,Female,32,Tianjin,5,1,1,1,722,14722.5,131373,0
Wu Shangui,Female,63,Shanghai,2,2,1,0,612,23347.91,161904,1
Zhang De,Female,32,Beijing,4,2,1,0,528,29864.7,105307,0
Ke Lian,Female,82,Beijing,2,2,0,1,700,34809.82,0,0
Li Zhi,Female,28,Beijing,4,2,1,0,623,7882.91,0,0
Zhuan Ji,Female,49,Beijing,0,1,0,0,826,34170.16,0,1
Tan Anwen,Male,34,Shanghai,1,1,0,0,640,4734.48,169153,0
Zhao De,Female,38,Beijing,6,1,0,1,753,6449.41,174984,0
Ke Lian,Male,35,Beijing,1,1,0,0,470,1140.01,118663,0
Zhang San,Male,39,Tianjin,10,1,1,0,558,4374.4,178051,1
Er Shazi,Male,76,Shanghai,9,1,1,1,636,7607.95,155638,0
Wei Sansi,Female,45,Shanghai,4,2,1,0,723,7115.56,0,0
Zhen Dema,Female,20,Beijing,4,2,1,1,723,26842.31,0,0
Zhen Haowao,Male,61,Beijing,5,1,1,1,754,7995.26,180345,1
Zhen Shi,Female,39,Beijing,3,2,1,0,833,327.13,0,0
Zhao Hu,Male,77,Beijing,1,1,0,1,609,3577.2,0,0
Hao Ya,Male,50,Tianjin,6,2,1,1,646,5318.3,178713,0
Qi Fei,Female,30,Tianjin,5,1,0,1,640,27045.12,39603,0
Zhen Shi,Female,38,Tianjin,9,1,1,1,753,34575.52,186673,0
Hao Ya,Female,45,Tianjin,6,1,1,0,766,24346.52,120113,0
Wo Shishei,Male,27,Beijing,3,1,1,0,680,6205.4,0,0
Shei Zhidao,Female,41,Tianjin,3,1,1,0,506,771.59,71027,0
Wo lIaobu,Male,33,Tianjin,9,1,0,1,530,19444.48,92548,0
Ba Genru,Female,37,Tianjin,8,1,1,0,663,22699.16,191024,0
Ke Lian,Female,41,Tianjin,9,1,1,0,638,14145.28,177521,1
Zhuan Ji,Female,33,Tianjin,9,2,1,0,728,32650.87,185007,0
Kan Jian,Male,33,Tianjin,7,2,1,0,664,27425.11,119662,0
Jia Baoyu,Male,37,Beijing,6,2,1,1,487,24183.06,0,0
Qi Hui,Male,31,Beijing,7,2,1,0,645,2409.16,198241,1
Wu Zhihui,Female,39,Shanghai,4,2,1,1,772,26904.25,150658,0
We Po,Female,30,Tianjin,7,1,1,1,734,14627.73,151340,0
Wo Shishei,Male,40,Beijing,5,2,0,0,571,13929.11,0,0
Zhi Fen,Female,46,Tianjin,0,1,0,1,817,16814.88,109578,1
Xue Qiao,Male,38,Shanghai,0,2,1,1,620,7268.7,0,0
Zai Jian,Female,47,Beijing,0,2,0,1,708,25378.59,155705,1
Wo Shishei,Male,41,Shanghai,9,1,1,0,747,6200.94,0,1
Wei Sansi,Male,38,Shanghai,5,1,1,0,618,17585.56,155563,0
Guo Hechai,Male,39,Shanghai,2,2,1,1,539,9214.13,0,0
Zhi Fen,Male,30,Beijing,3,1,0,1,494,5331.94,105417,0
Zhao Wei,Male,31,Tianjin,9,1,1,1,609,28722.39,127720,0
Wo Shishei,Male,27,Tianjin,5,1,1,0,766,33960.64,155331,1
Hu Bao,Female,68,Beijing,9,4,1,1,645,33719.66,0,1
We Po,Male,28,Beijing,9,2,0,1,703,411.31,0,0
San Shaneshi,Male,32,Beijing,3,1,1,0,612,31373.12,149315,0
Shei Zhidao,Female,31,Beijing,2,2,1,1,776,21481.74,0,0
Wu Baige,Female,32,Beijing,2,2,1,1,668,7772.91,0,0
Kong Pi,Male,41,Beijing,0,1,1,0,620,16252.45,120448,0
Na De,Male,25,Tianjin,7,1,1,1,599,15106.3,133308,0
Zhao Hu,Male,53,Beijing,6,1,0,0,713,36619.75,141486,1
Ni Bai,Female,45,Beijing,6,2,1,1,554,34647.13,0,0
Zhang San,Female,29,Beijing,3,2,0,1,620,29329.3,0,0
Er Shazi,Female,39,Tianjin,8,1,0,1,706,1285.59,138855,0
Sheng Shiwu,Female,39,Shanghai,5,2,1,1,484,33503.65,0,0
Xiao Jian,Male,24,Shanghai,2,1,1,1,706,4665.94,173527,0
Hu Ying,Male,27,Beijing,5,2,1,1,586,36792.95,160185,0
Zhao Hu,Female,24,Shanghai,1,2,0,1,850,13203.22,0,0
Zhang Ming,Male,39,Tianjin,3,2,1,1,850,23017.23,153195,0
Tian Tian,Female,42,Beijing,0,2,0,1,695,26907.19,0,0
Hao Ya,Female,43,Shanghai,1,1,1,1,730,37026.79,127871,0
Ba Genru,Male,43,Beijing,4,4,0,0,561,3541.66,0,1
San Shaneshi,Male,20,Beijing,4,1,1,0,595,33984.5,117871,0
Lang Ping,Male,36,Beijing,1,1,0,1,575,18082.32,0,0
Qi Moamao,Male,39,Tianjin,9,1,1,0,620,15407.71,196176,1
Hao Ya,Female,33,Beijing,6,2,1,1,712,36460.06,0,0
Shei Shiwo,Male,30,Shanghai,1,1,0,0,746,2239.08,138580,1
Zhang Ming,Male,38,Beijing,3,2,1,1,778,24226.08,178373,0
Jia Shi,Female,43,Tianjin,3,2,1,1,647,16634.87,150943,0
Huang Jiangang,Male,38,Beijing,2,2,1,0,754,34550.34,0,0
Shei Zhidao,Male,43,Tianjin,3,2,1,1,601,21271.43,174487,0
Lin Daiyu,Male,30,Tianjin,0,1,1,0,365,15590.41,157145,1
Wu Shangui,Male,29,Beijing,4,2,0,0,582,29857.22,0,0
Bao Qiao,Male,69,Tianjin,3,1,1,1,810,21130,33565,0
Ni Bai,Female,56,Tianjin,5,1,1,1,686,15402.26,137320,0
Te Ke,Male,40,Beijing,4,1,0,1,633,6629.18,185211,1
Shuai Jile,Female,40,Beijing,7,2,1,1,630,6587.6,0,0
Zhao De,Female,37,Beijing,5,1,1,0,526,12013.56,65895,0
Ke Lian,Male,41,Tianjin,2,1,1,0,643,32956.67,157245,0
Zhen Haowao,Male,38,Tianjin,3,2,0,1,701,9951.17,154224,0
Hu Ying,Female,57,Shanghai,9,2,1,1,693,25908.75,0,0
Bao Qiao,Male,31,Shanghai,2,1,1,1,746,33425.53,140019,0
Qi Hui,Female,35,Beijing,3,1,0,0,626,15332.76,0,0
Mao Laoren,Male,32,Tianjin,3,2,0,0,516,21304.29,178554,0
Wo Shishei,Male,28,Beijing,2,3,1,1,597,15049.32,0,0
Shen De,Female,41,Beijing,7,2,1,0,828,32768.4,0,0
Chen De,Male,33,Tianjin,2,2,1,0,689,32386.59,199032,0
Zhen Dema,Male,32,Beijing,6,2,1,1,654,26366.83,0,0
Sheng Shiwu,Female,44,Beijing,2,1,1,0,700,3226.56,72302,0
Kong Pi,Male,30,Tianjin,9,2,1,1,595,11063.64,160739,0
Qi Hui,Female,26,Tianjin,0,1,0,1,736,35953.68,104043,0
Jia Shi,Male,35,Beijing,3,1,1,1,684,7125.06,168731,0
Bao Qiao,Female,43,Shanghai,4,2,1,0,560,23552.85,117023,1
Na De,Female,74,Beijing,5,2,1,1,652,179.18,0,0
Er Shiduo,Male,35,Beijing,2,1,1,1,715,11550.27,173437,0
Zen Meban,Male,29,Shanghai,9,2,1,0,703,9690.14,0,0
Wang Qiang,Male,36,Shanghai,2,2,1,1,746,3142.74,0,0
Si Shiba,Female,25,Tianjin,8,2,1,0,850,16794.3,85344,0
Ni Bai,Female,41,Beijing,8,2,0,0,696,5406.65,0,0
Ye Xu,Male,38,Beijing,7,2,1,1,670,14888.03,0,0
Huang Jiangang,Female,32,Shanghai,5,1,1,1,658,6020.03,179030,0
La Ma,Male,31,Beijing,8,2,1,1,725,11405.43,0,0
Zhao Hu,Female,43,Shanghai,9,1,1,0,568,24067.07,0,1
Qu Bo,Female,36,Tianjin,6,2,1,1,751,5307.52,208893,0
Jia Shi,Female,38,Beijing,5,2,1,0,665,29911.96,0,0
Fei Xing,Female,26,Beijing,4,2,1,0,523,35466.31,0,0
Wo lIaobu,Female,36,Beijing,3,2,0,0,543,4975.06,0,0
Wu Shangui,Female,38,Tianjin,10,2,1,0,752,32887.46,125028,0
Tian Ci,Female,31,Beijing,9,2,1,0,790,16085.42,0,0
Si Shi,Male,52,Beijing,2,1,1,0,559,24667.99,0,1
Qiu Ba,Female,22,Shanghai,3,1,1,0,628,16333.89,0,0
Na De,Female,32,Shanghai,1,2,1,0,632,3733.39,0,0
Cha Buduo,Female,31,Beijing,9,1,0,1,670,14580.27,0,0
Sheng Shiwu,Male,62,Beijing,2,2,0,0,534,8176.5,0,1
Qiu Ba,Female,62,Shanghai,2,2,1,1,730,31145.14,0,0
Tian Tian,Female,37,Tianjin,2,1,1,1,678,25836.32,139461,0
Kong Pi,Male,29,Shanghai,3,2,1,1,631,37851.52,0,0
Zen Meban,Female,41,Beijing,7,2,1,1,634,25102.28,0,0
Xiao Jian,Male,42,Tianjin,1,1,1,0,539,20079.08,218606,0
Zhen Shi,Male,29,Beijing,6,2,1,1,591,20781,0,0
Si Shiba,Female,38,Beijing,5,2,0,1,645,841.36,124759,0
Lang Ping,Male,38,Beijing,9,2,0,0,532,5847.79,0,0
Zhong Guoren,Male,40,Shanghai,3,2,0,0,758,18374.31,0,0
Shei Zhidao,Male,35,Tianjin,8,1,1,0,601,33916.72,88011,0
La Ma,Male,32,Tianjin,9,1,1,0,655,15694.89,139540,0
Qi Fei,Male,63,Beijing,8,1,0,0,850,35202.15,208894,1
Qiu Deba,Male,34,Beijing,8,2,1,1,675,35342.67,0,0
Tian Tian,Male,57,Tianjin,3,1,1,1,619,13856.21,169674,1
Zhao Hu,Female,56,Beijing,10,2,1,0,608,27245.13,158984,1
San Shaneshi,Female,49,Beijing,2,3,0,0,611,30867.11,109366,1
Cha Buduo,Male,53,Beijing,7,2,0,1,609,10006.28,0,0
Ba Qiu,Female,49,Beijing,6,1,0,1,600,28315.08,0,1
Mao Xi,Male,42,Beijing,1,1,0,1,526,32215.3,0,0
Zhang San,Female,36,Beijing,4,1,1,0,710,11204.89,142785,0
Tian Tian,Male,78,Tianjin,4,2,1,1,649,27259.41,84065,0
Ye Xu,Male,34,Shanghai,1,1,0,0,629,22821.78,149016,0
Qu Bo,Male,43,Beijing,5,2,1,1,633,9225.59,0,0
Lin Daiyu,Male,65,Tianjin,2,1,1,1,743,18432.05,162281,1
Zhang De,Female,29,Beijing,10,2,1,0,662,26292.21,0,0
Ji Leyuan,Male,33,Shanghai,3,2,0,1,576,36350.29,0,0
Li Hong,Female,37,Beijing,4,2,0,1,639,34770.69,142830,0
Qiu Liwei,Male,42,Tianjin,8,2,1,1,618,14661.49,188894,0
